01-12-2025,T1021,A1,48001
01-12-2025,19110,A1,48003
01-12-2025,18460,A1,48006
01-12-2025,T1021,A2,48001
01-12-2025,19110,A2,48003
01-12-2025,18460,A2,48006
01-12-2025,14744,B1,48004
01-12-2025,T1021,B2,48005
01-12-2025,18460,B2,48006
